Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02,2683.72998046875,2695.889892578125,2682.360107421875,2695.81005859375,3397430000,0.0,0.0
2018-01-03,2697.85009765625,2714.3701171875,2697.77001953125,2713.06005859375,3544030000,0.0,0.0
2018-01-04,2719.31005859375,2729.2900390625,2719.070068359375,2723.989990234375,3697340000,0.0,0.0
2018-01-05,2731.330078125,2743.449951171875,2727.919921875,2743.14990234375,3239280000,0.0,0.0
2018-01-08,2742.669921875,2748.510009765625,2737.60009765625,2747.7099609375,3246160000,0.0,0.0
2018-01-09,2751.14990234375,2759.139892578125,2747.860107421875,2751.2900390625,3467460000,0.0,0.0
2018-01-10,2745.550048828125,2750.800048828125,2736.06005859375,2748.22998046875,3579900000,0.0,0.0
2018-01-11,2752.969970703125,2767.56005859375,2752.780029296875,2767.56005859375,3645690000,0.0,0.0
2018-01-12,2770.179931640625,2787.85009765625,2769.639892578125,2786.239990234375,3587220000,0.0,0.0
2018-01-16,2798.9599609375,2807.5400390625,2768.639892578125,2776.419921875,4362880000,0.0,0.0
2018-01-17,2784.989990234375,2807.0400390625,2778.3798828125,2802.56005859375,3790340000,0.0,0.0
2018-01-18,2802.39990234375,2805.830078125,2792.56005859375,2798.030029296875,3703300000,0.0,0.0
2018-01-19,2802.60009765625,2810.330078125,2798.080078125,2810.300048828125,3724230000,0.0,0.0
2018-01-22,2809.159912109375,2833.030029296875,2808.1201171875,2832.969970703125,3489480000,0.0,0.0
2018-01-23,2835.050048828125,2842.239990234375,2830.590087890625,2839.1298828125,3541140000,0.0,0.0
2018-01-24,2845.419921875,2852.969970703125,2824.81005859375,2837.5400390625,4079270000,0.0,0.0
2018-01-25,2846.239990234375,2848.56005859375,2830.93994140625,2839.25,3873100000,0.0,0.0
2018-01-26,2847.47998046875,2872.8701171875,2846.179931640625,2872.8701171875,3474680000,0.0,0.0
2018-01-29,2867.22998046875,2870.6201171875,2851.47998046875,2853.530029296875,3587420000,0.0,0.0
2018-01-30,2832.739990234375,2837.75,2818.27001953125,2822.429931640625,4012070000,0.0,0.0
2018-01-31,2832.409912109375,2839.260009765625,2813.0400390625,2823.81005859375,4276270000,0.0,0.0
2018-02-01,2816.449951171875,2835.9599609375,2812.699951171875,2821.97998046875,3977380000,0.0,0.0
2018-02-02,2808.919921875,2808.919921875,2759.969970703125,2762.1298828125,4340220000,0.0,0.0
2018-02-05,2741.06005859375,2763.389892578125,2638.169921875,2648.93994140625,5310840000,0.0,0.0
2018-02-06,2614.780029296875,2701.0400390625,2593.070068359375,2695.139892578125,5917350000,0.0,0.0
2018-02-07,2690.949951171875,2727.669921875,2681.330078125,2681.659912109375,4646300000,0.0,0.0
2018-02-08,2685.010009765625,2685.27001953125,2580.56005859375,2581.0,5333840000,0.0,0.0
2018-02-09,2601.780029296875,2638.669921875,2532.68994140625,2619.550048828125,5690110000,0.0,0.0
2018-02-12,2636.75,2672.610107421875,2622.449951171875,2656.0,4069220000,0.0,0.0
2018-02-13,2646.27001953125,2668.840087890625,2637.080078125,2662.93994140625,3503540000,0.0,0.0
2018-02-14,2651.2099609375,2702.10009765625,2648.8701171875,2698.6298828125,4011940000,0.0,0.0
2018-02-15,2713.4599609375,2731.510009765625,2689.820068359375,2731.199951171875,3696140000,0.0,0.0
2018-02-16,2727.139892578125,2754.419921875,2725.110107421875,2732.219970703125,3646920000,0.0,0.0
2018-02-20,2722.989990234375,2737.60009765625,2706.760009765625,2716.260009765625,3646920000,0.0,0.0
2018-02-21,2720.530029296875,2747.75,2701.2900390625,2701.330078125,3789040000,0.0,0.0
2018-02-22,2710.419921875,2731.260009765625,2697.77001953125,2703.9599609375,3720620000,0.0,0.0
2018-02-23,2715.800048828125,2747.760009765625,2713.739990234375,2747.300048828125,3200360000,0.0,0.0
2018-02-26,2757.3701171875,2780.639892578125,2753.780029296875,2779.60009765625,3436590000,0.0,0.0
2018-02-27,2780.449951171875,2789.14990234375,2744.219970703125,2744.280029296875,3752070000,0.0,0.0
2018-02-28,2753.780029296875,2761.52001953125,2713.5400390625,2713.830078125,4244570000,0.0,0.0
2018-03-01,2715.219970703125,2730.889892578125,2659.64990234375,2677.669921875,4514490000,0.0,0.0
2018-03-02,2658.889892578125,2696.25,2647.320068359375,2691.25,3891250000,0.0,0.0
2018-03-05,2681.06005859375,2728.090087890625,2675.75,2720.93994140625,3733640000,0.0,0.0
2018-03-06,2730.179931640625,2732.080078125,2711.260009765625,2728.1201171875,3389030000,0.0,0.0
2018-03-07,2710.179931640625,2730.60009765625,2701.739990234375,2726.800048828125,3406690000,0.0,0.0
2018-03-08,2732.75,2740.449951171875,2722.64990234375,2738.969970703125,3206040000,0.0,0.0
2018-03-09,2752.909912109375,2786.570068359375,2751.5400390625,2786.570068359375,3376870000,0.0,0.0
2018-03-12,2790.5400390625,2796.97998046875,2779.260009765625,2783.02001953125,3216960000,0.0,0.0
2018-03-13,2792.31005859375,2801.89990234375,2758.679931640625,2765.31005859375,3324290000,0.0,0.0
2018-03-14,2774.06005859375,2777.110107421875,2744.3798828125,2749.47998046875,3394630000,0.0,0.0
2018-03-15,2754.27001953125,2763.030029296875,2741.469970703125,2747.330078125,3543710000,0.0,0.0
2018-03-16,2750.570068359375,2761.85009765625,2749.969970703125,2752.010009765625,5429140000,0.0,0.0
2018-03-19,2741.3798828125,2741.3798828125,2694.590087890625,2712.919921875,3327460000,0.0,0.0
2018-03-20,2715.050048828125,2724.219970703125,2710.050048828125,2716.93994140625,3272590000,0.0,0.0
2018-03-21,2714.989990234375,2739.139892578125,2709.7900390625,2711.929931640625,3434780000,0.0,0.0
2018-03-22,2691.360107421875,2695.679931640625,2641.590087890625,2643.68994140625,3765460000,0.0,0.0
2018-03-23,2646.7099609375,2657.669921875,2585.889892578125,2588.260009765625,3829380000,0.0,0.0
2018-03-26,2619.35009765625,2661.360107421875,2601.81005859375,2658.550048828125,3538080000,0.0,0.0
2018-03-27,2667.570068359375,2674.780029296875,2596.1201171875,2612.6201171875,3761320000,0.0,0.0
2018-03-28,2611.300048828125,2632.64990234375,2593.06005859375,2605.0,3875720000,0.0,0.0
2018-03-29,2614.409912109375,2659.070068359375,2609.719970703125,2640.8701171875,3572360000,0.0,0.0
2018-04-02,2633.449951171875,2638.300048828125,2553.800048828125,2581.8798828125,3635780000,0.0,0.0
2018-04-03,2592.169921875,2619.139892578125,2575.489990234375,2614.449951171875,3395840000,0.0,0.0
2018-04-04,2584.0400390625,2649.860107421875,2573.610107421875,2644.68994140625,3369230000,0.0,0.0
2018-04-05,2657.360107421875,2672.080078125,2649.580078125,2662.840087890625,3230430000,0.0,0.0
2018-04-06,2645.820068359375,2656.8798828125,2586.27001953125,2604.469970703125,3312390000,0.0,0.0
2018-04-09,2617.179931640625,2653.550048828125,2610.7900390625,2613.159912109375,3076140000,0.0,0.0
2018-04-10,2638.409912109375,2665.449951171875,2635.780029296875,2656.8701171875,3579130000,0.0,0.0
2018-04-11,2643.889892578125,2661.429931640625,2639.25,2642.18994140625,3054520000,0.0,0.0
2018-04-12,2653.830078125,2674.719970703125,2653.830078125,2663.989990234375,3045330000,0.0,0.0
2018-04-13,2676.89990234375,2680.260009765625,2645.050048828125,2656.300048828125,2988540000,0.0,0.0
2018-04-16,2670.10009765625,2686.489990234375,2665.159912109375,2677.840087890625,3020740000,0.0,0.0
2018-04-17,2692.739990234375,2713.340087890625,2692.050048828125,2706.389892578125,3286190000,0.0,0.0
2018-04-18,2710.110107421875,2717.489990234375,2703.6298828125,2708.639892578125,3412030000,0.0,0.0
2018-04-19,2701.159912109375,2702.840087890625,2681.89990234375,2693.1298828125,3375120000,0.0,0.0
2018-04-20,2692.56005859375,2693.93994140625,2660.610107421875,2670.139892578125,3428260000,0.0,0.0
2018-04-23,2675.39990234375,2682.860107421875,2657.989990234375,2670.2900390625,3030390000,0.0,0.0
2018-04-24,2680.800048828125,2683.550048828125,2617.320068359375,2634.56005859375,3716020000,0.0,0.0
2018-04-25,2634.919921875,2645.300048828125,2612.669921875,2639.39990234375,3563680000,0.0,0.0
2018-04-26,2651.64990234375,2676.47998046875,2647.159912109375,2666.93994140625,3690920000,0.0,0.0
2018-04-27,2675.469970703125,2677.35009765625,2659.010009765625,2669.909912109375,3234510000,0.0,0.0
2018-04-30,2682.510009765625,2682.8701171875,2648.0400390625,2648.050048828125,3749510000,0.0,0.0
2018-05-01,2642.9599609375,2655.27001953125,2625.409912109375,2654.800048828125,3562820000,0.0,0.0
2018-05-02,2654.239990234375,2660.8701171875,2631.699951171875,2635.669921875,4047020000,0.0,0.0
2018-05-03,2628.080078125,2637.139892578125,2594.6201171875,2629.72998046875,3867530000,0.0,0.0
2018-05-04,2621.449951171875,2670.929931640625,2615.320068359375,2663.419921875,3335260000,0.0,0.0
2018-05-07,2680.340087890625,2683.35009765625,2664.699951171875,2672.6298828125,3266810000,0.0,0.0
2018-05-08,2670.260009765625,2676.340087890625,2655.199951171875,2671.919921875,3745100000,0.0,0.0
2018-05-09,2678.1201171875,2701.27001953125,2674.139892578125,2697.7900390625,3913650000,0.0,0.0
2018-05-10,2705.02001953125,2726.110107421875,2704.5400390625,2723.070068359375,3380640000,0.0,0.0
2018-05-11,2722.699951171875,2732.860107421875,2717.449951171875,2727.719970703125,2874850000,0.0,0.0
2018-05-14,2738.469970703125,2742.10009765625,2725.469970703125,2730.1298828125,2994360000,0.0,0.0
2018-05-15,2718.590087890625,2718.590087890625,2701.909912109375,2711.449951171875,3291190000,0.0,0.0
2018-05-16,2712.6201171875,2727.760009765625,2712.169921875,2722.4599609375,3248480000,0.0,0.0
2018-05-17,2719.7099609375,2731.9599609375,2711.360107421875,2720.1298828125,3478150000,0.0,0.0
2018-05-18,2717.35009765625,2719.5,2709.179931640625,2712.969970703125,3383270000,0.0,0.0
2018-05-21,2735.389892578125,2739.18994140625,2725.699951171875,2733.010009765625,3053480000,0.0,0.0
2018-05-22,2738.340087890625,2742.239990234375,2721.8798828125,2724.43994140625,3384140000,0.0,0.0
2018-05-23,2713.97998046875,2733.330078125,2709.5400390625,2733.2900390625,3333160000,0.0,0.0
2018-05-24,2730.93994140625,2731.969970703125,2707.3798828125,2727.760009765625,3285750000,0.0,0.0
2018-05-25,2723.60009765625,2727.360107421875,2714.989990234375,2721.330078125,3015260000,0.0,0.0
2018-05-29,2705.110107421875,2710.669921875,2676.81005859375,2689.860107421875,3743310000,0.0,0.0
2018-05-30,2702.429931640625,2729.340087890625,2702.429931640625,2724.010009765625,3566490000,0.0,0.0
2018-05-31,2720.97998046875,2722.5,2700.679931640625,2705.27001953125,4241100000,0.0,0.0
2018-06-01,2718.699951171875,2736.929931640625,2718.699951171875,2734.6201171875,3694310000,0.0,0.0
2018-06-04,2741.669921875,2749.159912109375,2740.5400390625,2746.8701171875,3410090000,0.0,0.0
2018-06-05,2748.4599609375,2752.610107421875,2739.510009765625,2748.800048828125,3523550000,0.0,0.0
2018-06-06,2753.25,2772.389892578125,2748.4599609375,2772.35009765625,3662780000,0.0,0.0
2018-06-07,2774.840087890625,2779.89990234375,2760.159912109375,2770.3701171875,3742080000,0.0,0.0
2018-06-08,2765.840087890625,2779.389892578125,2763.590087890625,2779.030029296875,3138850000,0.0,0.0
2018-06-11,2780.179931640625,2790.2099609375,2780.169921875,2782.0,3262130000,0.0,0.0
2018-06-12,2785.60009765625,2789.800048828125,2778.780029296875,2786.85009765625,3435700000,0.0,0.0
2018-06-13,2787.93994140625,2791.469970703125,2774.64990234375,2775.6298828125,3820770000,0.0,0.0
2018-06-14,2783.2099609375,2789.06005859375,2776.52001953125,2782.489990234375,3540930000,0.0,0.0
2018-06-15,2777.780029296875,2782.81005859375,2761.72998046875,2779.659912109375,5451990000,0.0,0.0
2018-06-18,2765.7900390625,2774.989990234375,2757.1201171875,2773.75,3316120000,0.0,0.0
2018-06-19,2752.010009765625,2765.050048828125,2743.18994140625,2762.590087890625,3671160000,0.0,0.0
2018-06-20,2769.72998046875,2774.860107421875,2763.909912109375,2767.320068359375,3332140000,0.0,0.0
2018-06-21,2769.280029296875,2769.280029296875,2744.389892578125,2749.760009765625,3336580000,0.0,0.0
2018-06-22,2760.7900390625,2764.169921875,2752.679931640625,2754.8798828125,5468110000,0.0,0.0
2018-06-25,2742.93994140625,2742.93994140625,2698.669921875,2717.070068359375,3663280000,0.0,0.0
2018-06-26,2722.1201171875,2732.909912109375,2715.60009765625,2723.06005859375,3568900000,0.0,0.0
2018-06-27,2728.449951171875,2746.090087890625,2699.3798828125,2699.6298828125,3803990000,0.0,0.0
2018-06-28,2698.68994140625,2724.340087890625,2691.989990234375,2716.31005859375,3461100000,0.0,0.0
2018-06-29,2727.1298828125,2743.260009765625,2718.030029296875,2718.3701171875,3586800000,0.0,0.0
2018-07-02,2704.949951171875,2727.260009765625,2698.949951171875,2726.7099609375,3095040000,0.0,0.0
2018-07-03,2733.27001953125,2736.580078125,2711.159912109375,2713.219970703125,1911460000,0.0,0.0
2018-07-05,2724.18994140625,2737.830078125,2716.02001953125,2736.610107421875,2980160000,0.0,0.0
2018-07-06,2737.679931640625,2764.409912109375,2733.52001953125,2759.820068359375,2590250000,0.0,0.0
2018-07-09,2775.6201171875,2784.64990234375,2770.72998046875,2784.169921875,3070060000,0.0,0.0
2018-07-10,2788.56005859375,2795.580078125,2786.239990234375,2793.840087890625,3080140000,0.0,0.0
2018-07-11,2779.820068359375,2785.909912109375,2770.77001953125,2774.02001953125,2986180000,0.0,0.0
2018-07-12,2783.139892578125,2799.219970703125,2781.530029296875,2798.2900390625,2834230000,0.0,0.0
2018-07-13,2796.929931640625,2804.530029296875,2791.68994140625,2801.31005859375,2619790000,0.0,0.0
2018-07-16,2797.360107421875,2801.18994140625,2793.389892578125,2798.429931640625,2819860000,0.0,0.0
2018-07-17,2789.340087890625,2814.18994140625,2789.239990234375,2809.550048828125,3064920000,0.0,0.0
2018-07-18,2811.35009765625,2816.760009765625,2805.889892578125,2815.6201171875,3111560000,0.0,0.0
2018-07-19,2809.3701171875,2812.050048828125,2799.77001953125,2804.489990234375,3278360000,0.0,0.0
2018-07-20,2804.550048828125,2809.699951171875,2800.010009765625,2801.830078125,3243250000,0.0,0.0
2018-07-23,2799.169921875,2808.610107421875,2795.139892578125,2806.97998046875,2928490000,0.0,0.0
2018-07-24,2820.679931640625,2829.989990234375,2811.1201171875,2820.39990234375,3430410000,0.0,0.0
2018-07-25,2817.72998046875,2848.030029296875,2817.72998046875,2846.070068359375,3584400000,0.0,0.0
2018-07-26,2835.489990234375,2845.570068359375,2835.260009765625,2837.43994140625,3667290000,0.0,0.0
2018-07-27,2842.35009765625,2843.169921875,2808.340087890625,2818.820068359375,3434370000,0.0,0.0
2018-07-30,2819.0,2821.739990234375,2798.110107421875,2802.60009765625,3261190000,0.0,0.0
2018-07-31,2809.72998046875,2824.4599609375,2808.06005859375,2816.2900390625,3906890000,0.0,0.0
2018-08-01,2821.169921875,2825.830078125,2805.85009765625,2813.360107421875,3501350000,0.0,0.0
2018-08-02,2800.47998046875,2829.909912109375,2796.340087890625,2827.219970703125,3501380000,0.0,0.0
2018-08-03,2829.6201171875,2840.3798828125,2827.3701171875,2840.35009765625,3043690000,0.0,0.0
2018-08-06,2840.2900390625,2853.2900390625,2835.97998046875,2850.39990234375,2879020000,0.0,0.0
2018-08-07,2855.919921875,2863.429931640625,2855.919921875,2858.449951171875,3185440000,0.0,0.0
2018-08-08,2856.7900390625,2862.43994140625,2853.090087890625,2857.699951171875,2978070000,0.0,0.0
2018-08-09,2857.18994140625,2862.47998046875,2851.97998046875,2853.580078125,3066180000,0.0,0.0
2018-08-10,2838.89990234375,2842.199951171875,2825.81005859375,2833.280029296875,3265590000,0.0,0.0
2018-08-13,2835.4599609375,2843.39990234375,2819.8798828125,2821.929931640625,3173630000,0.0,0.0
2018-08-14,2827.8798828125,2843.110107421875,2826.580078125,2839.9599609375,2986500000,0.0,0.0
2018-08-15,2827.949951171875,2827.949951171875,2802.489990234375,2818.3701171875,3656680000,0.0,0.0
2018-08-16,2831.43994140625,2850.489990234375,2831.43994140625,2840.68994140625,3232000000,0.0,0.0
2018-08-17,2838.320068359375,2855.6298828125,2833.72998046875,2850.1298828125,3037640000,0.0,0.0
2018-08-20,2853.929931640625,2859.760009765625,2850.6201171875,2857.050048828125,2757150000,0.0,0.0
2018-08-21,2861.510009765625,2873.22998046875,2861.320068359375,2862.9599609375,3174010000,0.0,0.0
2018-08-22,2860.989990234375,2867.5400390625,2856.050048828125,2861.820068359375,2701250000,0.0,0.0
2018-08-23,2860.2900390625,2868.780029296875,2854.030029296875,2856.97998046875,2724450000,0.0,0.0
2018-08-24,2862.35009765625,2876.159912109375,2862.35009765625,2874.68994140625,2603010000,0.0,0.0
2018-08-27,2884.68994140625,2898.25,2884.68994140625,2896.739990234375,2865070000,0.0,0.0
2018-08-28,2901.449951171875,2903.77001953125,2893.5,2897.52001953125,2687770000,0.0,0.0
2018-08-29,2900.6201171875,2916.5,2898.39990234375,2914.0400390625,2805520000,0.0,0.0
2018-08-30,2908.93994140625,2912.4599609375,2895.219970703125,2901.1298828125,2810450000,0.0,0.0
2018-08-31,2898.3701171875,2906.320068359375,2891.72998046875,2901.52001953125,2887220000,0.0,0.0
2018-09-04,2896.9599609375,2900.179931640625,2885.1298828125,2896.719970703125,3087420000,0.0,0.0
2018-09-05,2891.590087890625,2894.2099609375,2876.919921875,2888.60009765625,3248780000,0.0,0.0
2018-09-06,2888.639892578125,2892.050048828125,2867.2900390625,2878.050048828125,3144240000,0.0,0.0
2018-09-07,2868.260009765625,2883.81005859375,2864.1201171875,2871.679931640625,2976580000,0.0,0.0
2018-09-10,2881.389892578125,2886.929931640625,2875.93994140625,2877.1298828125,2751100000,0.0,0.0
2018-09-11,2871.570068359375,2892.52001953125,2866.780029296875,2887.889892578125,2904500000,0.0,0.0
2018-09-12,2888.2900390625,2894.64990234375,2879.199951171875,2888.919921875,3341280000,0.0,0.0
2018-09-13,2896.85009765625,2906.760009765625,2896.389892578125,2904.179931640625,3274090000,0.0,0.0
2018-09-14,2906.3798828125,2908.300048828125,2895.77001953125,2904.97998046875,3179410000,0.0,0.0
2018-09-17,2903.830078125,2904.64990234375,2886.159912109375,2888.800048828125,2967980000,0.0,0.0
2018-09-18,2890.739990234375,2911.169921875,2890.429931640625,2904.31005859375,3091190000,0.0,0.0
2018-09-19,2906.60009765625,2912.360107421875,2903.820068359375,2907.949951171875,3302460000,0.0,0.0
2018-09-20,2919.72998046875,2934.800048828125,2919.72998046875,2930.75,3406520000,0.0,0.0
2018-09-21,2936.760009765625,2940.909912109375,2927.110107421875,2929.669921875,5652470000,0.0,0.0
2018-09-24,2921.830078125,2923.7900390625,2912.6298828125,2919.3701171875,3392030000,0.0,0.0
2018-09-25,2921.75,2923.949951171875,2913.699951171875,2915.56005859375,3330880000,0.0,0.0
2018-09-26,2916.97998046875,2931.14990234375,2903.280029296875,2905.969970703125,3417540000,0.0,0.0
2018-09-27,2911.64990234375,2927.219970703125,2909.27001953125,2914.0,3101360000,0.0,0.0
2018-09-28,2910.030029296875,2920.530029296875,2907.5,2913.97998046875,3461680000,0.0,0.0
2018-10-01,2926.2900390625,2937.06005859375,2917.909912109375,2924.590087890625,3375890000,0.0,0.0
2018-10-02,2923.800048828125,2931.419921875,2919.3701171875,2923.429931640625,3432620000,0.0,0.0
2018-10-03,2931.68994140625,2939.860107421875,2921.360107421875,2925.510009765625,3625510000,0.0,0.0
2018-10-04,2919.35009765625,2919.780029296875,2883.919921875,2901.610107421875,3510370000,0.0,0.0
2018-10-05,2902.5400390625,2909.639892578125,2869.2900390625,2885.570068359375,3340820000,0.0,0.0
2018-10-08,2877.530029296875,2889.449951171875,2862.080078125,2884.429931640625,3381820000,0.0,0.0
2018-10-09,2882.510009765625,2894.830078125,2874.27001953125,2880.340087890625,3531690000,0.0,0.0
2018-10-10,2873.89990234375,2874.02001953125,2784.860107421875,2785.679931640625,4554260000,0.0,0.0
2018-10-11,2776.8701171875,2795.139892578125,2710.510009765625,2728.3701171875,4914090000,0.0,0.0
2018-10-12,2770.5400390625,2775.77001953125,2729.43994140625,2767.1298828125,4024010000,0.0,0.0
2018-10-15,2763.830078125,2775.989990234375,2749.030029296875,2750.7900390625,3327160000,0.0,0.0
2018-10-16,2767.050048828125,2813.4599609375,2766.909912109375,2809.919921875,3460260000,0.0,0.0
2018-10-17,2811.669921875,2816.93994140625,2781.81005859375,2809.2099609375,3347090000,0.0,0.0
2018-10-18,2802.0,2806.0400390625,2755.179931640625,2768.780029296875,3639300000,0.0,0.0
2018-10-19,2775.659912109375,2797.77001953125,2760.27001953125,2767.780029296875,3593940000,0.0,0.0
2018-10-22,2773.93994140625,2778.93994140625,2749.219970703125,2755.8798828125,3331270000,0.0,0.0
2018-10-23,2721.030029296875,2753.590087890625,2691.429931640625,2740.68994140625,4373710000,0.0,0.0
2018-10-24,2737.8701171875,2742.590087890625,2651.889892578125,2656.10009765625,4738670000,0.0,0.0
2018-10-25,2674.8798828125,2722.699951171875,2667.840087890625,2705.570068359375,4663930000,0.0,0.0
2018-10-26,2667.860107421875,2692.3798828125,2628.159912109375,2658.68994140625,4804330000,0.0,0.0
2018-10-29,2682.64990234375,2706.85009765625,2603.5400390625,2641.25,4701260000,0.0,0.0
2018-10-30,2640.679931640625,2685.429931640625,2635.340087890625,2682.6298828125,5125600000,0.0,0.0
2018-10-31,2705.60009765625,2736.68994140625,2705.60009765625,2711.739990234375,5133380000,0.0,0.0
2018-11-01,2717.580078125,2741.669921875,2708.85009765625,2740.3701171875,4730250000,0.0,0.0
2018-11-02,2745.449951171875,2756.550048828125,2700.43994140625,2723.06005859375,4261230000,0.0,0.0
2018-11-05,2726.3701171875,2744.27001953125,2717.93994140625,2738.31005859375,3650910000,0.0,0.0
2018-11-06,2738.39990234375,2756.820068359375,2737.080078125,2755.449951171875,3543800000,0.0,0.0
2018-11-07,2774.1298828125,2815.14990234375,2774.1298828125,2813.889892578125,3929080000,0.0,0.0
2018-11-08,2806.3798828125,2814.75,2794.989990234375,2806.830078125,3673550000,0.0,0.0
2018-11-09,2794.10009765625,2794.10009765625,2764.239990234375,2781.010009765625,4029030000,0.0,0.0
